area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,property_description,property_overview,property_url,purpose,city,locality,address
1200.0,Apartment,NA,3.0,3.0,1200000,"Shares of 1200 square feet of land will be sold along North Nandipara Rasulbagh Main Road, South Banasree.,Plot: 17 Katha,8 units on each floor,G + 9 storey building,Details of flat: 3 beds, 3 baths, veranda, drawing, dining, kitchen.,Building details Elevator, Stairs, generator, CCTV camera, intercom, prayer room, convention hall, reception room, driver's lounge, security guard lounge and car parking.,The share price of the land has to be paid at one time12 lakh taka. Land shares will be registered in your name. The rest of the money will have to be paid according to the progress of the estimated 20 lakh works. Work will be completed in 3 years. Flat distribution will be through lottery. In that case, the top floor and the second floor will be reduced based on the discussion of the recipients.",NA,https://www.bdstall.com/details/south-banasree-nandipara-land-share-1200-sqft-apartment-71954/,Sale,NA,Nandipara,
1050.0,Apartment,NA,4.0,3.0,4800000,"Ready flats of 1050 sqft will be sold in the North Nandipara residential area next to the Trimohoni bus stand on Rampura-Staff Quarters Highway.,On the 6th floor, 1 ready-made flat with adequate light and air facing north-west will be for sale.,Details of flat: 3 Beds, 4 Baths, 2 Balconies, Drawing, Dining, Kitchen.,Building details: 2 Elevators, Stairs, Generator, CCTV, Intercom, Convention Hall, Reception room, Aesthetic architectural style, Modern safety & Fire fighting system and Car Parking.",NA,https://www.bdstall.com/details/khilgaon-nandipara-1050-sqft-ready-apartment-74252/,Sale,NA,,Nandipara  Khilgaon.
1365.0,Apartment,NA,0.0,0.0,9700000,"An 8 storied luxurious construction running residential buildings 1st floor 1365 square feet apartment at Tollabagh, Sukrabad, Dhanmondi, Dhaka is available for sale. The flat is designed with 3 bedrooms, 3 bathrooms, 3 verandas, 1 living room, 1 dining room, and a kitchen. A high-quality foreign-made lift and generator would be available there. The main specialties of this apartment are it is nearby Sukrabad bus stop and Mirpur road. Installment facilities are also added for buyers to purchase the flat. A bilateral deed of agreement will be signed as the legal issues between the two parties.",NA,https://www.bdstall.com/details/serinity-1365-sqft-residential-flat-at-dhanmondi-dhaka-61529/,Sale,Dhaka,Dhanmondi,"Tollabagh, Sukrabad, Dhaka -1207"
1200.0,Apartment,NA,3.0,3.0,2250000,"Shares of 1200 sqft Land will be sold in an H block in the Aftabnagar residential area.,Plot: 9.08 Katha (Corner Plot),4 units on each floor,Building G + 9,Details of the flat: 3 beds, 3 baths, 3 balconies, drawing, dining, kitchen.,Building Details: 2 Lifts, Stairs, Generator, Intercom, CCTV Camera and Car Parking.,Flat and car parking will be distributed through a lottery.",NA,https://www.bdstall.com/details/aftabnagar-land-share-1200-sqft-apartment-71943/,Sale,NA,Aftabnagar, H Block
1350.0,Apartment,NA,3.0,3.0,2500000,"Shares of 1350 Sqft will be sold at Madhubagh Magbazar along with Hatirjheel. Car parking is included with the share price.,Plot: 15 Katha,7 units on each floor,G + 9 storey building,Details of flat: 3 Beds, 3 Baths, 3/2 Veranda, Drawing, Dining, Kitchen.,Building Details: Elevator, Stairs, CCTV Camera, Generator, Intercom, Prayer Room, Convention Hall, Reception Room, Driver Waiting Room and Car Parking.",NA,https://www.bdstall.com/details/hatirjheel-modhubag-1350-sqft-apartment-land-share-71869/,Sale,NA,Modhubag,Hatirjheel
1200.0,Apartment,NA,2.0,3.0,6600000,"A used flat with a wide road on the 6th floor of a 11-storey building will be sold. The flat is located within 150 meters from the main road of Dholaipar bus stand.,North and east-facing flats,Details of flat: 3 beds, 2 baths, 2 balconies, drawing, dining, kitchen.,Building Details: 2 lifts, stairs, generator, intercom, modern security, fire fighting system, reception room, aesthetic architectural style and modern facilities.",NA,https://www.bdstall.com/details/ready-1200-sqft-flat-at-dholaipar-dhaka-73291/,Sale,NA,,Dholaipar Bus Stand
1420.0,Apartment,NA,0.0,0.0,9800000,"Sukrabad, Dhanmondi Dhaka is an 8-story luxury residential building under construction with 1420 sq ft apartment per floor. The flats in this residential building are designed with 3 bedrooms, 3 bathrooms, 3 balconies, 1 living room, 1 dining room, and a kitchen. There you will find high-quality foreign-made elevators and generators. This residential building has a total of 21 flats and is close to hospitals, educational institutions.",NA,https://www.bdstall.com/details/1420-sqft-ready-flat-at-dhanmondi-dhaka-71661/,NA,Dhaka,Dhanmondi,Sukrabadh
1050.0,Apartment,NA,0.0,3.0,5600000,"Green peace 1050 sqft fully ready flat is available for sale at Senpara Porbota, Mirpur-10, Dhaka. The total floor of this apartment is 09 and facing in the east. The building has a total of 56 flats with 2 stairs. This project is planned with two ways of entry system. There are two installment facilities is available for customers.",NA,https://www.bdstall.com/details/green-peace-1050-sqft-ready-flat-at-mirpur-10-dhaka-61837/,Sale,Dhaka,Senpara Porbota, Mirpur-10
1400.0,Apartment,NA,3.0,4.0,7500000,"A 1400 Sqft flat will be sold at Suchona Model Town in Mohammadpur Basila.,2 Units on Each Floor,10 Storey of Building ( G + 9 ),Details of flat: 4 Beds, 3 Baths, 4 Balconies, Drawing, Dining, Kitchen.,Building Details: Elevator, Stairs, Generator, CCTV  security system, Fireplace, Intercom, Reception room and Car parking.",NA,https://www.bdstall.com/details/1400-sqft-apartment-sale-at-mohammadpur-74682/,Sale,NA,Bosila,Suchona Model Town
1100.0,Apartment,NA,0.0,3.0,4900000,"Sign castle 1100 sqft 3 bed flat at Don chamber, Narayanganj is ready for sale. The apartment is 8 storied. The main road, the mosque is near the apartment and many more facilities are there. Customers can take advantage of installment and bank loan options.",NA,https://www.bdstall.com/details/sign-castle-1100-sqft-flat-at-don-chamber-narayanganj-61840/,Sale,Narayanganj,,Don Chamber Road
850.0,Apartment,NA,0.0,2.0,3500000,"Sign castle 850 sqft 2 bed on going flat is for sale at Don chamber, Narayanganj. There are 08 storied in the apartment. The apartment is close to the main road, the mosque, and many other facilities available. Customers have the choice of taking out an installment loan or a bank loan.",NA,https://www.bdstall.com/details/850-sqft-on-going-flat-sale-at-don-chamber-narayanganj-61844/,Sale,Narayanganj,,Don Chamber Road
1300.0,Apartment,NA,3.0,3.0,2500000,"Shares of 1300 sqft land will be sold in the Kunjban residential area adjacent to Eastern Banasree behind the Rampura BTV building.,Plot: 4.5 Katha,2 units on each floor,Building G + 9,Details of the flat: 3 beds, 3 baths, veranda, drawing, dining, kitchen.,Building Details: Elevator, Stairs, Generator, Intercom, Prayer Room, Convention Hall, Reception Room and Car Parking.",NA,https://www.bdstall.com/details/eastern-banasree-1300-sqft-apartment-land-share-71896/,Sale,NA,East Rampura,Kunjaban Residential Area
1134.0,Apartment,NA,2.0,3.0,6700000,"An 1134 Sqft ready flat will be sold on the 9th floor next to Mugda Biswaroad very close to Motijheel, the main commercial area of ​​the capital Dhaka.,Details of the flat: 3 beds, 2 baths, 2 balconies, drawing, dining, kitchen.,Building Details: 3 Elevators, Siri, Generator, Intercom, Prayer Room, Modern security fire extinguisher system, Aesthetic architectural style, Modern facilities and Car parking.",NA,https://www.bdstall.com/details/near-motijheel-mugda-1134-sqft-ready-apartment-sale-73041/,Sale,Dhaka,Mugda,
1800.0,Apartment,NA,4.0,4.0,8700000,"An elite area of ​​ capital Dhaka in Shantinagar Shares of 1800 Sqft of land will be sold.,3 units on each floor,10 storey building (G + 9),Details of the flat: 4 Beds, 4 Baths, 3 Balconies, Drawing, Dining, Kitchen.,Building Details: 2 Elevators, Stairs, Generator, Intercom, Sub-Station, Community Space, Roof Top Garden, Convention Hall, Reception Room and Car Parking.",NA,https://www.bdstall.com/details/shantinagar-1800-sqft-apartment-land-share-73313/,Sale,Dhaka,Shantinagar,
1250.0,Apartment,NA,3.0,3.0,5200000,"A luxurious 1250 Sqft ready flat will be sold in Mohammadpur Arshi Nagar.,4 Units on Each Floor,9 Storey of Building ( G + 8 ),Details of flat: 3 Beds, 3 Baths, 3 Balconies, Drawing, Dining, Kitchen.,Building Details: Elevator, Stairs, Generator & Substation, CCTV security system, Fireplace, Meeting rooms, Electricity, Intercom, Reception room and Car parking.",NA,https://www.bdstall.com/details/mohammadpur-1250-sqft-luxury-ready-apartment-74686/,Sale,NA,Mohammadpur,Arshi Nagar
1100.0,Apartment,NA,3.0,3.0,1000000,"Shares of 1200 sqft of land will be sold at Tamirul Millat Madrasa on the north side of Matuail Government Hospital and Muslimnagar on the west side of Rafiqul Islam School and College.,Plot: 8 Katha,4 units on each floor,Building: 10 storey basement and G + 9,Details of flat: 3 beds, 3 baths, 2/3 veranda, drawing, dining, kitchen.,Building details Lift, Stairs, generator, intercom and car parking.",NA,https://www.bdstall.com/details/demra-matuail-1100-sqft-apartment-land-share-71959/,Sale,NA,, Matuail Medical
1651.0,Apartment,NA,3.0,3.0,8000000,"A 1651 Sqft luxury ready flat for sale in Chittagong West Khulshi,,The flat has 100 Sqft of car parking.,Details of flat: 3 Beds, 3 Baths, Veranda, Drawing, Dining, Kitchen.,Building Details: 2 Elevators, Stairs, Generator, Intercom, Convention Hall, Reception Room and Car Parking.",NA,https://www.bdstall.com/details/chittagong-west-khulshi-1651-sqft-ready-flat-74306/,Sale,Chittagong,West Khulshi,1/1 Warles
1575.0,Apartment,NA,0.0,0.0,11500000,"This apartment will be a single unit and will have a 6-storey building height with a basement. It has community halls with separate prayer rooms, seating arrangements, sky court, modern elevator, and generator, indoor and outdoor for children's play. You will get 40% open space all the time.",NA,https://www.bdstall.com/details/bashundhara-south-face-1575-sft-apartment-71445/,NA,NA,Bashundhara R/A,"Plot# 710, Road# 15, Block# K"
2400.0,Apartment,NA,5.0,4.0,20000000,"Ready flat of 2400 Sqft will be sold in Chittagong Panchlaish,with one car parking.,Details of the flat: 4 Beds, 5 Baths, 3 Veranda, Drawing, Dining, Kitchen.,Building Details: Elevator, Stairs, Generator, Intercom, Reception room, Prayer room, Driver waiting room, Rooftop, Good quality materials and Car parking.",NA,https://www.bdstall.com/details/chittagong-panchlaish-2400-sqft-ready-apartment-74368/,Sale,Chittagong,Panchlaish,
1300.0,Apartment,NA,3.0,3.0,2300000,"West Rampura Ulon Road 1300 Sqft of land will be sold.,Plot: 23 Katha,A total of 90 shares,10 storey building (G + 9),Details of the flat: 3 beds, 3 baths, 2 balconies, drawing, dining, kitchen.,Building Details: Elevator, Stairs, Generator, Intercom, Community Hall, Guardroom, Gym and Car Parking.",NA,https://www.bdstall.com/details/west-rampura-ulon-road-1300-sqft-apartment-land-share-72402/,Sale,NA,,"Ulon Road, West  Rampura"
1200.0,Apartment,NA,3.0,3.0,6000000,"Almost Ready flat of 1200 Sqft will be sold on West Rampura Ulon Road.,Only 1 flat to be sold (6th Floor),Details of the flat: 3 beds, 3 baths, veranda, drawing, dining, kitchen.,Building Details: Elevator, Stairs, Generator, Intercom, Reception Room and Car Parking.",NA,https://www.bdstall.com/details/west-rampura-ulon-road-1200-sqft-apartment-sale-73007/,Sale,NA,West Rampura,Ulon Road
950.0,Apartment,NA,2.0,2.0,5000000,"Near Faraji Hospital in Banasree G block a 950 Sqft used flat for 8 years will be sold on the 3rd floor of the 7th-floor building.,** Have a valid gas connection **,Plot: 3.5 Katha (south-facing flat),2 units on each floor.,Details of flat:  2 beds, 2 baths, 2 balconies, drawing, dining, kitchen.,Building Details: Elevator, Stairs, Generator, Intercom, Reception Room and Car Parking.",NA,https://www.bdstall.com/details/banasree-g-block-950-sqft-used-apartment-sale-73533/,Sale,NA,Banasree,G Block 
1450.0,Apartment,NA,2.0,3.0,6500000,"One 1450 Sqft flat will be sold on the 4th floor of the South Banasree 6th floor building adjacent to Hatirjheel, the heart of the capital Dhaka.,North facing flat (20 feet south-facing building),Details of flat: 3 beds, 2 baths, 2 balconies, drawing, dining, kitchen.,Building Details: Attractive interior design, Elevator, Stairs, Generator, Reception room.",NA,https://www.bdstall.com/details/south-banasree-1450-sqft-ready-apartment-sale-73010/,Sale,Dhaka,,South Banasree B Block
1300.0,Apartment,NA,3.0,3.0,6500000,"Ready flats of 1300 Sqft will be sold in the Chittagong Chawkbazar area.,Details of flat: 3 Beds, 3 Baths, Veranda, Drawing, Dining, Kitchen.,Building Details: Elevators, Stairs, Generator, Intercom, Convention Hall, Reception Room and Car Parking.",NA,https://www.bdstall.com/details/chittagong-chawkbazar-1300-sqft-ready-apartment-74317/,Sale,Chittagong,Chawkbazar,
1400.0,Apartment,NA,3.0,3.0,1800000,"Shares of 1400 sqft flats and 100 sqft shops will be sold along the Rampura Staff Quarters Highway opposite the Banasree Meradia M block. There is 1 car parking with a share price.,Plot: 85 Katha,Total 403 flats,Building 17 storeys (basement and G + 16),Details of the flat: 3 beds, 3 baths, 2/3 veranda, drawing, dining, kitchen.,Building Details: Elevator, Stairs Generator, Gymnasium, Swimming Pool, Mosque, Gas, Electricity & All-Time Security, Sophisticated Market, Library, Spacious Community Space, Reception Room & Car Parking.",NA,https://www.bdstall.com/details/banasree-commercial-residential-land-shares-71962/,Sale,NA,Rampura,Banasree M Block
2150.0,Apartment,NA,4.0,4.0,16500000,"Ready flats  2150 Sqft will be sold in the F-block of Bashundhara, one of the main attractions of Dhaka.,Plot: 4 Katha,Details of flat: 4 Beds, 4 Baths, 3 Balconies, Drawing, Dining, Kitchen.,Building details:  Elevator, Stairs, Generator, Intercom, Security, Reception Room and Car Parking.",NA,https://www.bdstall.com/details/bashundhara-f-block-2150-sqft-ready-flat-74166/,Sale,Dhaka,,F Block
1430.0,Apartment,NA,3.0,0.0,7000000,"A ready flat of 1430 Sqft will be sold in Chittagong Chandanpur.,Details of flat: 3 Beds, 3 Baths, Veranda, Drawing, Dining, Kitchen.,Building Details: Elevators, Stairs, Generator, Intercom, Convention hall, Reception room and Car parking.",NA,https://www.bdstall.com/details/chittagong-chandanpur-1430-sqft-ready-apartment-74387/,Sale,Chittagong,Chandanpur,
1350.0,Apartment,NA,3.0,3.0,1550000,"Shares of 1350 sqft of land will be sold at Green Model Town, Mugda near Motijheel, the main commercial area of ​​the capital.,Plot: 9.92 Katha (Corner Plot),4 units on each floor,10 storey building (basement and G + 9),Details of the flat: 3 beds, 3 bathrooms, 3 verandas, drawing, dining, kitchen.,Building Details: Elevator, Stairs, CCTV Camera, Generator, Reception Room and Car Parking.,The share price of the land has to be paid at one time 15 lakh fifty thousand takas. Land shares will be registered in your name. The rest of the money will have to be paid according to the progress of the estimated 22 lakh works. The work will be completed in 2.5 years. Flats and parking will be distributed through a lottery.",NA,https://www.bdstall.com/details/near-motijheel-1350-sqft-apartment-land-share-71886/,Sale,NA,Mugda,Green Model Town
1800.0,Apartment,NA,4.0,4.0,10000000,"Near Faraji Hospital in Banasree G Block, an 1800 Sqft 8-year used flat will be sold on the 3rd floor of the 7th-floor building.,** Have Valid Gas Connection**,Plot: 3.5 Katha (South facing flat ),2 units on each floor,Details of the flat: 4 Beds, 4 Baths, 3 Balconies, Drawing, Dining, Kitchen.,Building Details:  Elevators, Stairs, Generator, Intercom, Convention Hall, Reception Room and Car Parking.",NA,https://www.bdstall.com/details/banasree-near-faraji-hospital-1800-sqft-used-apartment-73665/,Sale,NA,,G Block
1650.0,Apartment,NA,3.0,3.0,10200000,"A ready flat on the 7th floor of 1650 Sqft with interior decoration will be sold in Chittagong  Askardighi.,Details of the flat: 3 Beds, 3 Baths, Veranda, Drawing, Dining, Kitchen.,Building Details: Elevator, Stairs, Generator, Intercom, Reception room and Car parking.",NA,https://www.bdstall.com/details/chittagong-askardighi-1650-sqft-nice-ready-flat-74373/,Sale,Chittagong,,Askardighi.
